i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-0.0025,-0.4395,-0.4365,0.221,0.2175,-0.4385,0.102,0.3915,0.4535,0.228,0.0355,0.018,0.0145,-0.2375,0.032
-0.0125,-0.4515,-0.439,0.232,0.2135,-0.4455,0.1035,0.3885,0.449,0.225,0.033,0.016,0.0165,-0.2365,0.032
-0.0175,-0.4495,-0.432,0.2335,0.2075,-0.441,0.1075,0.3945,0.453,0.2285,0.0355,0.0185,0.0145,-0.226,0.0305
-0.018,-0.4465,-0.4285,0.232,0.2055,-0.4375,0.11,0.397,0.4545,0.2315,0.04,0.02,0.014,-0.228,0.03
-0.02,-0.4425,-0.423,0.231,0.202,-0.433,0.115,0.3965,0.456,0.236,0.0465,0.0235,0.0135,-0.2255,0.028
-0.0225,-0.4355,-0.413,0.229,0.1955,-0.4245,0.116,0.4,0.4595,0.238,0.048,0.0275,0.0155,-0.2225,0.026
-0.0275,-0.4325,-0.405,0.23,0.189,-0.419,0.115,0.399,0.457,0.2375,0.0485,0.0265,0.015,-0.2205,0.0265
-0.022,-0.433,-0.4105,0.2275,0.1945,-0.422,0.1145,0.3945,0.454,0.2365,0.048,0.0255,0.0145,-0.22,0.021
-0.031,-0.4375,-0.406,0.2345,0.1875,-0.422,0.1165,0.394,0.452,0.2365,0.05,0.027,0.0165,-0.219,0.02
-0.041,-0.4315,-0.3905,0.2365,0.175,-0.4115,0.1205,0.3945,0.4525,0.24,0.056,0.031,0.014,-0.208,0.0175
-0.046,-0.426,-0.38,0.236,0.167,-0.403,0.125,0.395,0.4525,0.24,0.058,0.033,0.0105,-0.204,0.0165
-0.046,-0.43,-0.384,0.238,0.1695,-0.407,0.125,0.3915,0.4485,0.2375,0.056,0.0315,0.012,-0.2105,0.015
-0.0415,-0.423,-0.381,0.232,0.17,-0.4025,0.128,0.393,0.4495,0.239,0.0585,0.0335,0.0125,-0.204,0.0115
-0.0385,-0.414,-0.375,0.226,0.1685,-0.3945,0.13,0.3935,0.4485,0.24,0.0625,0.037,0.013,-0.199,0.011
-0.0265,-0.415,-0.3885,0.2205,0.181,-0.402,0.1255,0.386,0.4405,0.2345,0.057,0.0315,0.012,-0.2005,0.009
-0.0345,-0.421,-0.3865,0.2275,0.1765,-0.404,0.1255,0.382,0.4375,0.231,0.0565,0.031,0.012,-0.1965,0.0095
-0.037,-0.4225,-0.3855,0.2295,0.1745,-0.404,0.129,0.385,0.438,0.234,0.0605,0.034,0.011,-0.198,0.006
-0.0355,-0.421,-0.385,0.228,0.175,-0.403,0.132,0.384,0.436,0.2345,0.061,0.0355,0.0085,-0.194,0.005
-0.0395,-0.4215,-0.3815,0.2305,0.1715,-0.4015,0.133,0.382,0.4335,0.234,0.0625,0.038,0.0095,-0.188,0.0045
-0.0455,-0.422,-0.3765,0.2335,0.166,-0.3995,0.1355,0.383,0.432,0.2355,0.0655,0.0385,0.0085,-0.182,0.0005
-0.049,-0.42,-0.3705,0.2345,0.161,-0.3955,0.139,0.3825,0.4305,0.235,0.0695,0.044,0.01,-0.1725,0.001
-0.04,-0.4175,-0.3775,0.229,0.169,-0.3975,0.1385,0.377,0.427,0.2335,0.0705,0.0435,0.0095,-0.18,-0.001
-0.0265,-0.4075,-0.3815,0.217,0.1775,-0.3945,0.142,0.3755,0.4255,0.2345,0.0725,0.0445,0.01,-0.186,-0.005
-0.029,-0.396,-0.367,0.2125,0.1695,-0.3815,0.1495,0.378,0.4285,0.24,0.0805,0.0515,0.008,-0.18,-0.006
-0.0285,-0.3885,-0.36,0.2085,0.166,-0.3745,0.1505,0.376,0.427,0.2415,0.0835,0.0545,0.006,-0.172,-0.0065
-0.033,-0.391,-0.358,0.212,0.1625,-0.3745,0.147,0.3685,0.419,0.2365,0.0795,0.0515,0.0075,-0.1695,-0.009
-0.0635,-0.406,-0.3425,0.2345,0.14,-0.3745,0.147,0.361,0.412,0.232,0.0785,0.046,0.004,-0.167,-0.0115
-0.0545,-0.4,-0.345,0.227,0.1455,-0.373,0.1485,0.3595,0.4095,0.232,0.0795,0.0485,0.0055,-0.169,-0.013
-0.0545,-0.3955,-0.341,0.225,0.1435,-0.3685,0.1515,0.358,0.41,0.2335,0.0805,0.055,0.0065,-0.1745,-0.0145
-0.0605,-0.3805,-0.32,0.2205,0.13,-0.3505,0.1615,0.363,0.415,0.24,0.0895,0.065,0.004,-0.1705,-0.014
-0.0475,-0.36,-0.3125,0.2035,0.133,-0.3365,0.167,0.364,0.4165,0.2445,0.0985,0.0695,0.001,-0.1635,-0.0155
-0.0645,-0.377,-0.313,0.2205,0.1245,-0.3455,0.162,0.3535,0.404,0.236,0.0925,0.0625,-0.0005,-0.1575,-0.0165
-0.0805,-0.3905,-0.3095,0.2355,0.115,-0.3505,0.158,0.3445,0.394,0.2265,0.0865,0.0575,0.0025,-0.1545,-0.0165
-0.0795,-0.3865,-0.307,0.233,0.114,-0.347,0.158,0.3395,0.3905,0.2245,0.087,0.058,0.0035,-0.1505,-0.02
-0.0755,-0.376,-0.3005,0.226,0.1125,-0.3385,0.1645,0.339,0.3915,0.2295,0.093,0.0635,-0.001,-0.146,-0.0225
-0.0825,-0.375,-0.292,0.2285,0.105,-0.334,0.1675,0.3375,0.3905,0.231,0.0965,0.0655,-0.0045,-0.1415,-0.0245
-0.076,-0.375,-0.2995,0.2255,0.112,-0.3375,0.167,0.3335,0.3855,0.2305,0.097,0.066,-0.005,-0.1405,-0.027
-0.0745,-0.3765,-0.302,0.2255,0.114,-0.3395,0.167,0.33,0.3795,0.2255,0.095,0.065,-0.007,-0.141,-0.028
-0.0775,-0.3785,-0.301,0.228,0.112,-0.34,0.1655,0.326,0.3735,0.2215,0.093,0.0635,-0.0085,-0.1435,-0.029
-0.074,-0.3735,-0.3,0.224,0.113,-0.337,0.1675,0.3245,0.3715,0.2225,0.095,0.068,-0.007,-0.142,-0.0285
-0.0795,-0.377,-0.2975,0.2285,0.109,-0.3375,0.1685,0.323,0.3685,0.2205,0.0935,0.0705,-0.008,-0.1405,-0.03
-0.084,-0.379,-0.295,0.2315,0.106,-0.337,0.167,0.3175,0.365,0.221,0.0935,0.0725,-0.0075,-0.1395,-0.0325
-0.083,-0.376,-0.2935,0.2295,0.1055,-0.335,0.1675,0.3125,0.3585,0.2195,0.094,0.074,-0.0085,-0.134,-0.034
-0.083,-0.3745,-0.291,0.229,0.1045,-0.333,0.1715,0.31,0.3565,0.2195,0.0975,0.075,-0.011,-0.135,-0.035
-0.0945,-0.3745,-0.28,0.2345,0.093,-0.3275,0.1775,0.3115,0.3595,0.2235,0.104,0.0795,-0.011,-0.129,-0.0365
-0.08,-0.368,-0.288,0.224,0.104,-0.3285,0.1745,0.306,0.3515,0.22,0.1025,0.074,-0.014,-0.1225,-0.038
-0.079,-0.3625,-0.2835,0.221,0.1025,-0.323,0.171,0.2965,0.344,0.2175,0.1015,0.072,-0.014,-0.1175,-0.0405
-0.092,-0.362,-0.27,0.227,0.0895,-0.3165,0.1755,0.296,0.342,0.217,0.105,0.0805,-0.012,-0.115,-0.0425
-0.095,-0.362,-0.267,0.2285,0.0865,-0.315,0.176,0.2925,0.3395,0.215,0.107,0.0835,-0.0135,-0.112,-0.0415
-0.086,-0.3455,-0.2595,0.2155,0.087,-0.303,0.18,0.293,0.339,0.217,0.1125,0.0865,-0.015,-0.109,-0.0435
-0.075,-0.3345,-0.259,0.205,0.092,-0.297,0.1805,0.2905,0.336,0.216,0.1135,0.088,-0.0135,-0.1055,-0.043
-0.0975,-0.3485,-0.251,0.223,0.0765,-0.3,0.1785,0.2835,0.3275,0.2125,0.11,0.0855,-0.014,-0.1025,-0.042
-0.0985,-0.3425,-0.244,0.2205,0.073,-0.2935,0.1815,0.2795,0.3245,0.2135,0.1135,0.0895,-0.0155,-0.104,-0.044
-0.09,-0.332,-0.242,0.211,0.076,-0.2875,0.1815,0.278,0.323,0.2135,0.1145,0.092,-0.016,-0.0955,-0.0455
-0.1005,-0.337,-0.2365,0.2185,0.0685,-0.287,0.182,0.275,0.319,0.2105,0.1145,0.0925,-0.018,-0.09,-0.046
-0.1065,-0.344,-0.2375,0.2255,0.0655,-0.291,0.181,0.2675,0.3145,0.2085,0.115,0.092,-0.0175,-0.0905,-0.0455
-0.1095,-0.3475,-0.238,0.2285,0.0645,-0.293,0.182,0.265,0.3115,0.209,0.115,0.0935,-0.018,-0.0905,-0.047
-0.116,-0.3525,-0.2365,0.234,0.0605,-0.295,0.1805,0.259,0.305,0.204,0.1115,0.092,-0.0185,-0.089,-0.0465
-0.1105,-0.3475,-0.237,0.229,0.0635,-0.2925,0.1805,0.256,0.302,0.2035,0.112,0.093,-0.018,-0.0845,-0.0465
-0.1015,-0.341,-0.2395,0.221,0.0695,-0.2905,0.182,0.255,0.3015,0.2045,0.117,0.0985,-0.0185,-0.084,-0.0455
-0.099,-0.3435,-0.2445,0.2215,0.0725,-0.294,0.1795,0.2505,0.2955,0.1995,0.1165,0.0935,-0.02,-0.0805,-0.047
-0.1115,-0.3405,-0.229,0.226,0.059,-0.285,0.187,0.2545,0.2985,0.205,0.1225,0.1005,-0.0205,-0.0785,-0.0465
-0.1085,-0.3365,-0.2285,0.2225,0.0605,-0.283,0.187,0.2495,0.295,0.2045,0.125,0.107,-0.019,-0.081,-0.046
-0.086,-0.3215,-0.2355,0.2035,0.075,-0.2785,0.186,0.247,0.2905,0.204,0.127,0.107,-0.021,-0.0855,-0.046
-0.0835,-0.3175,-0.234,0.2005,0.075,-0.276,0.19,0.2505,0.2925,0.2055,0.13,0.1105,-0.023,-0.087,-0.0465
-0.102,-0.3265,-0.224,0.214,0.0615,-0.2755,0.1895,0.2465,0.2885,0.206,0.131,0.111,-0.0225,-0.079,-0.05
-0.132,-0.3405,-0.2085,0.236,0.0385,-0.2745,0.1835,0.2375,0.28,0.2015,0.1305,0.1045,-0.025,-0.0765,-0.049
-0.12,-0.3475,-0.228,0.234,0.054,-0.288,0.1775,0.228,0.2705,0.1935,0.1255,0.095,-0.0275,-0.0765,-0.053
-0.1055,-0.3345,-0.2295,0.22,0.062,-0.2825,0.182,0.23,0.2725,0.1965,0.1285,0.1075,-0.0235,-0.078,-0.0535
-0.1115,-0.327,-0.2155,0.219,0.052,-0.2715,0.1825,0.2295,0.2725,0.1985,0.132,0.116,-0.0185,-0.079,-0.05
-0.1205,-0.33,-0.2095,0.225,0.045,-0.27,0.181,0.2255,0.269,0.197,0.132,0.114,-0.0195,-0.074,-0.051
-0.1465,-0.3375,-0.191,0.242,0.0225,-0.2645,0.1825,0.224,0.267,0.197,0.1345,0.1165,-0.021,-0.0735,-0.05
-0.1605,-0.3415,-0.181,0.251,0.011,-0.2615,0.1825,0.2205,0.265,0.1985,0.1385,0.119,-0.022,-0.071,-0.05
-0.137,-0.3375,-0.2,0.2375,0.0315,-0.269,0.177,0.2125,0.26,0.1935,0.136,0.115,-0.021,-0.0645,-0.0535
-0.1315,-0.33,-0.1985,0.231,0.0335,-0.2645,0.175,0.209,0.256,0.192,0.135,0.1125,-0.022,-0.0675,-0.0535
-0.1425,-0.3315,-0.1885,0.237,0.023,-0.26,0.1785,0.209,0.2555,0.193,0.1375,0.113,-0.026,-0.071,-0.0535
-0.144,-0.3365,-0.1925,0.2405,0.0245,-0.2645,0.1775,0.2065,0.2535,0.1905,0.1385,0.1155,-0.0265,-0.0725,-0.0545
-0.15,-0.3375,-0.1875,0.2435,0.019,-0.2625,0.18,0.206,0.252,0.192,0.1395,0.1235,-0.022,-0.079,-0.054
-0.1395,-0.337,-0.1975,0.238,0.0295,-0.2675,0.1765,0.201,0.2465,0.188,0.137,0.122,-0.021,-0.078,-0.055
-0.13,-0.3345,-0.2045,0.2325,0.0375,-0.27,0.1735,0.1955,0.242,0.1845,0.136,0.1195,-0.0225,-0.075,-0.0545
-0.126,-0.3325,-0.206,0.2295,0.04,-0.2695,0.175,0.1955,0.241,0.1855,0.1385,0.12,-0.023,-0.08,-0.054
-0.1305,-0.3305,-0.2,0.2305,0.035,-0.2655,0.1785,0.195,0.242,0.189,0.1445,0.124,-0.024,-0.073,-0.054
-0.1205,-0.3275,-0.2075,0.224,0.0435,-0.2675,0.176,0.1875,0.2345,0.184,0.142,0.12,-0.0265,-0.0695,-0.056
-0.1175,-0.33,-0.2125,0.224,0.0475,-0.2715,0.174,0.1875,0.2335,0.182,0.1405,0.1135,-0.0325,-0.0745,-0.0545
-0.1195,-0.324,-0.204,0.2215,0.0425,-0.2645,0.1775,0.1915,0.2395,0.1885,0.1445,0.1195,-0.0315,-0.0725,-0.0535
-0.124,-0.327,-0.2025,0.2255,0.0395,-0.265,0.1745,0.185,0.2325,0.184,0.1415,0.1175,-0.0315,-0.07,-0.0565
-0.1535,-0.338,-0.185,0.246,0.016,-0.2615,0.173,0.1795,0.2285,0.18,0.1385,0.12,-0.0305,-0.06,-0.0545
-0.161,-0.3355,-0.1745,0.248,0.007,-0.255,0.173,0.178,0.229,0.1825,0.1405,0.123,-0.029,-0.055,-0.055
-0.153,-0.335,-0.182,0.244,0.015,-0.259,0.1735,0.179,0.227,0.1805,0.1415,0.1215,-0.0305,-0.0575,-0.056
-0.1465,-0.3335,-0.187,0.24,0.0205,-0.2605,0.17,0.177,0.2235,0.1765,0.14,0.124,-0.029,-0.056,-0.0545
-0.149,-0.329,-0.1805,0.239,0.016,-0.255,0.1665,0.175,0.225,0.179,0.143,0.1245,-0.0295,-0.053,-0.0555
-0.16,-0.3295,-0.1695,0.2445,0.0055,-0.25,0.171,0.174,0.223,0.1795,0.144,0.125,-0.029,-0.057,-0.0545
-0.171,-0.3325,-0.162,0.2515,-0.0045,-0.2475,0.175,0.175,0.221,0.179,0.1445,0.127,-0.0315,-0.0685,-0.054
-0.1645,-0.3285,-0.164,0.2465,-0.0005,-0.2465,0.174,0.176,0.2215,0.1795,0.145,0.127,-0.0335,-0.063,-0.0565
-0.167,-0.3245,-0.1575,0.2455,-0.0045,-0.241,0.174,0.176,0.2205,0.1795,0.1445,0.129,-0.031,-0.06,-0.0555
-0.157,-0.3305,-0.1735,0.2435,0.0085,-0.252,0.1705,0.171,0.216,0.1765,0.1405,0.126,-0.0305,-0.061,-0.0545
-0.1345,-0.3335,-0.199,0.234,0.0325,-0.2665,0.164,0.164,0.2095,0.1715,0.136,0.1225,-0.028,-0.06,-0.0575
-0.141,-0.3325,-0.1915,0.2365,0.0255,-0.262,0.1635,0.1665,0.2115,0.1725,0.1385,0.1245,-0.0285,-0.0635,-0.057
-0.1435,-0.3335,-0.19,0.2385,0.0235,-0.262,0.1625,0.166,0.21,0.172,0.14,0.1235,-0.0295,-0.06,-0.056
-0.1515,-0.338,-0.1865,0.2445,0.018,-0.2625,0.1625,0.1635,0.2095,0.172,0.1425,0.124,-0.0305,-0.0585,-0.0545
-0.157,-0.3385,-0.1815,0.248,0.0125,-0.2605,0.1645,0.1675,0.2125,0.1745,0.1445,0.127,-0.03,-0.0625,-0.0525
-0.16,-0.342,-0.182,0.251,0.0115,-0.262,0.1675,0.1695,0.2135,0.1775,0.1465,0.1305,-0.0275,-0.0645,-0.0515
-0.1395,-0.3375,-0.198,0.2385,0.0295,-0.268,0.1635,0.165,0.2105,0.177,0.1425,0.127,-0.0275,-0.0645,-0.0535
-0.126,-0.3295,-0.2035,0.2275,0.039,-0.2665,0.1645,0.165,0.2095,0.175,0.146,0.129,-0.0265,-0.0745,-0.053
-0.147,-0.335,-0.188,0.241,0.0205,-0.2615,0.1665,0.1645,0.2105,0.1775,0.1505,0.1315,-0.026,-0.073,-0.053
-0.1465,-0.3365,-0.19,0.2415,0.022,-0.2635,0.16,0.161,0.2075,0.175,0.146,0.1265,-0.0295,-0.068,-0.057
-0.152,-0.3325,-0.1805,0.2425,0.0145,-0.257,0.159,0.161,0.207,0.174,0.147,0.129,-0.029,-0.0635,-0.0545
-0.1625,-0.3345,-0.172,0.2485,0.005,-0.2535,0.1605,0.162,0.209,0.1775,0.149,0.1325,-0.0285,-0.057,-0.054
-0.1705,-0.3385,-0.168,0.2545,-0.001,-0.2535,0.1625,0.165,0.209,0.1785,0.151,0.132,-0.0305,-0.063,-0.0555
-0.1715,-0.334,-0.1625,0.2525,-0.0045,-0.2485,0.1605,0.165,0.2095,0.178,0.1515,0.1305,-0.03,-0.0665,-0.0565
-0.1645,-0.3275,-0.163,0.246,-0.0005,-0.2455,0.155,0.162,0.2095,0.177,0.1505,0.131,-0.0295,-0.064,-0.057
-0.1835,-0.3285,-0.145,0.256,-0.019,-0.237,0.1595,0.164,0.207,0.178,0.155,0.133,-0.0305,-0.0625,-0.055
-0.188,-0.3305,-0.1425,0.2595,-0.0225,-0.237,0.1615,0.1625,0.2045,0.1775,0.1535,0.1305,-0.0325,-0.0625,-0.055
-0.1715,-0.329,-0.1575,0.25,-0.0065,-0.2435,0.1545,0.157,0.2005,0.1715,0.147,0.125,-0.0315,-0.0455,-0.055
-0.176,-0.3265,-0.151,0.2515,-0.012,-0.239,0.1535,0.156,0.1995,0.1705,0.1475,0.127,-0.0295,-0.0395,-0.053
-0.172,-0.3295,-0.1575,0.251,-0.007,-0.244,0.1505,0.155,0.1995,0.1715,0.147,0.1285,-0.03,-0.049,-0.0525
-0.1675,-0.333,-0.1655,0.25,-0.001,-0.2495,0.1515,0.156,0.2,0.172,0.148,0.13,-0.0295,-0.0545,-0.0525
-0.1725,-0.333,-0.161,0.2525,-0.0055,-0.247,0.155,0.156,0.1995,0.1725,0.1495,0.1325,-0.03,-0.0555,-0.052
-0.1705,-0.332,-0.162,0.251,-0.004,-0.247,0.155,0.156,0.199,0.173,0.1485,0.1315,-0.032,-0.051,-0.053
-0.1665,-0.336,-0.1695,0.2515,0.002,-0.253,0.1505,0.153,0.1965,0.1705,0.146,0.13,-0.03,-0.05,-0.053
-0.16,-0.336,-0.176,0.248,0.0085,-0.2565,0.149,0.153,0.1965,0.1715,0.146,0.13,-0.0295,-0.0545,-0.055
-0.161,-0.33,-0.1695,0.2455,0.0045,-0.2495,0.154,0.156,0.2015,0.177,0.151,0.134,-0.0295,-0.055,-0.055
-0.168,-0.3365,-0.1685,0.2525,0.0005,-0.253,0.1525,0.154,0.1985,0.1755,0.151,0.1345,-0.027,-0.0485,-0.0545
-0.191,-0.346,-0.155,0.2685,-0.018,-0.2505,0.156,0.159,0.2035,0.1805,0.1545,0.1365,-0.0275,-0.0525,-0.054
-0.1845,-0.3415,-0.1565,0.263,-0.014,-0.2495,0.1575,0.1565,0.202,0.1795,0.154,0.138,-0.0275,-0.05,-0.053
-0.1615,-0.331,-0.169,0.2465,0.004,-0.25,0.1555,0.155,0.197,0.1765,0.152,0.1355,-0.0265,-0.048,-0.053
-0.177,-0.3275,-0.1505,0.252,-0.013,-0.2395,0.1565,0.16,0.2065,0.1825,0.1575,0.1405,-0.0255,-0.051,-0.052
-0.1995,-0.34,-0.1405,0.27,-0.0295,-0.2405,0.155,0.157,0.2065,0.181,0.1575,0.141,-0.0245,-0.046,-0.0535
-0.1965,-0.3445,-0.148,0.2705,-0.024,-0.2465,0.1515,0.1555,0.202,0.178,0.155,0.1385,-0.0245,-0.0445,-0.054
-0.1865,-0.3375,-0.151,0.262,-0.0175,-0.2445,0.1495,0.1555,0.201,0.1765,0.154,0.14,-0.024,-0.048,-0.0545
-0.1875,-0.337,-0.1495,0.2625,-0.019,-0.2435,0.146,0.152,0.198,0.174,0.1515,0.137,-0.0255,-0.048,-0.0555
-0.184,-0.333,-0.149,0.2585,-0.0175,-0.241,0.141,0.148,0.1945,0.1715,0.1495,0.1345,-0.025,-0.0385,-0.0565
-0.181,-0.331,-0.1495,0.256,-0.0155,-0.2405,0.14,0.148,0.1945,0.172,0.151,0.134,-0.0265,-0.039,-0.0555
-0.1845,-0.3285,-0.144,0.2565,-0.02,-0.2365,0.141,0.1495,0.196,0.1735,0.152,0.1375,-0.0245,-0.042,-0.057
-0.203,-0.327,-0.124,0.265,-0.039,-0.226,0.1485,0.153,0.2015,0.178,0.155,0.1435,-0.0235,-0.0395,-0.0585
-0.1935,-0.323,-0.1295,0.258,-0.0315,-0.2265,0.148,0.1545,0.203,0.1795,0.1565,0.144,-0.0265,-0.0375,-0.056
-0.1725,-0.318,-0.146,0.2455,-0.013,-0.232,0.1435,0.152,0.2,0.176,0.152,0.1435,-0.0255,-0.0385,-0.0565
-0.1895,-0.326,-0.1365,0.2575,-0.026,-0.2315,0.1435,0.1525,0.2,0.1755,0.151,0.1445,-0.024,-0.0395,-0.0565
-0.1905,-0.3335,-0.143,0.262,-0.0235,-0.2385,0.136,0.145,0.1945,0.171,0.1495,0.139,-0.0245,-0.0425,-0.0565
-0.1695,-0.33,-0.1605,0.2495,-0.004,-0.2455,0.1355,0.142,0.192,0.1685,0.148,0.1375,-0.0225,-0.048,-0.0565
-0.164,-0.3275,-0.1635,0.246,0.0,-0.246,0.138,0.146,0.194,0.171,0.1505,0.141,-0.0215,-0.045,-0.056
-0.168,-0.334,-0.166,0.251,-0.001,-0.25,0.135,0.1455,0.193,0.172,0.1515,0.1385,-0.0215,-0.0405,-0.0585
-0.169,-0.334,-0.165,0.2515,-0.0015,-0.25,0.141,0.147,0.195,0.174,0.153,0.139,-0.0215,-0.044,-0.06
-0.1785,-0.335,-0.1565,0.2565,-0.0105,-0.246,0.1405,0.1455,0.196,0.1765,0.153,0.139,-0.024,-0.0485,-0.057
-0.172,-0.3315,-0.1595,0.252,-0.006,-0.2455,0.1395,0.147,0.1995,0.1785,0.153,0.14,-0.024,-0.047,-0.056
-0.174,-0.325,-0.1515,0.2495,-0.011,-0.2385,0.1425,0.1495,0.2,0.179,0.1525,0.1415,-0.021,-0.0435,-0.057
-0.2,-0.332,-0.132,0.266,-0.0335,-0.232,0.14,0.148,0.199,0.1785,0.1515,0.141,-0.0215,-0.032,-0.0565
-0.204,-0.337,-0.133,0.2705,-0.0355,-0.235,0.139,0.1445,0.196,0.178,0.1495,0.1405,-0.023,-0.0295,-0.0575
-0.183,-0.3175,-0.1345,0.25,-0.024,-0.226,0.143,0.1475,0.198,0.1805,0.154,0.148,-0.0215,-0.0305,-0.0575
-0.165,-0.301,-0.136,0.233,-0.0145,-0.219,0.1415,0.148,0.2025,0.183,0.1595,0.1505,-0.0195,-0.027,-0.056
-0.1815,-0.3185,-0.1365,0.25,-0.0225,-0.228,0.132,0.138,0.192,0.1755,0.1535,0.1415,-0.021,-0.025,-0.0585
-0.171,-0.3025,-0.131,0.237,-0.0195,-0.217,0.1365,0.144,0.1965,0.1785,0.1575,0.146,-0.0215,-0.023,-0.0615
-0.17,-0.2945,-0.125,0.2325,-0.0225,-0.21,0.139,0.147,0.2015,0.185,0.1625,0.1505,-0.0215,-0.028,-0.0595
-0.1995,-0.32,-0.1205,0.26,-0.039,-0.2205,0.133,0.139,0.1935,0.1755,0.155,0.144,-0.0205,-0.031,-0.0595
-0.1935,-0.307,-0.1135,0.2505,-0.04,-0.2105,0.1365,0.1445,0.197,0.1785,0.161,0.148,-0.0195,-0.03,-0.06
-0.1865,-0.306,-0.1195,0.2465,-0.0335,-0.213,0.1345,0.143,0.195,0.1785,0.1595,0.15,-0.019,-0.032,-0.0595
-0.1825,-0.313,-0.1305,0.248,-0.026,-0.222,0.1325,0.1395,0.1895,0.172,0.152,0.1455,-0.0205,-0.0305,-0.0595
-0.178,-0.3065,-0.128,0.2425,-0.0245,-0.2175,0.133,0.141,0.1915,0.1745,0.1565,0.1475,-0.0205,-0.0315,-0.059
-0.174,-0.305,-0.131,0.2395,-0.021,-0.2185,0.1295,0.139,0.1905,0.1735,0.1565,0.1485,-0.017,-0.031,-0.0595
-0.173,-0.3055,-0.1325,0.239,-0.02,-0.219,0.128,0.137,0.19,0.174,0.1575,0.149,-0.017,-0.0265,-0.0615
-0.1765,-0.3055,-0.129,0.241,-0.0235,-0.2175,0.1315,0.1395,0.194,0.1785,0.163,0.153,-0.0175,-0.0315,-0.063
-0.176,-0.304,-0.1285,0.24,-0.0235,-0.2165,0.1315,0.1385,0.196,0.181,0.166,0.1535,-0.0185,-0.029,-0.063
-0.1755,-0.3105,-0.1355,0.243,-0.0195,-0.2235,0.128,0.133,0.1915,0.178,0.1635,0.1465,-0.02,-0.03,-0.0645
-0.179,-0.3115,-0.1325,0.245,-0.023,-0.222,0.128,0.1335,0.1905,0.178,0.1645,0.146,-0.021,-0.0305,-0.063
-0.1745,-0.3015,-0.1275,0.238,-0.0235,-0.2145,0.129,0.135,0.1945,0.1815,0.1675,0.156,-0.0175,-0.02,-0.062
-0.1785,-0.304,-0.1255,0.241,-0.026,-0.215,0.1255,0.1335,0.1925,0.18,0.1665,0.1585,-0.0145,-0.017,-0.063
-0.188,-0.3065,-0.1185,0.247,-0.0345,-0.2125,0.1235,0.1285,0.1905,0.1775,0.1655,0.155,-0.0155,-0.02,-0.0635
-0.186,-0.3005,-0.1145,0.2435,-0.0355,-0.208,0.1195,0.1295,0.1925,0.1805,0.17,0.157,-0.014,-0.0225,-0.0655
-0.1935,-0.303,-0.1095,0.248,-0.042,-0.2065,0.121,0.1305,0.191,0.181,0.17,0.1565,-0.0185,-0.0155,-0.065
-0.194,-0.299,-0.105,0.2465,-0.0445,-0.202,0.1275,0.1295,0.188,0.181,0.17,0.155,-0.022,-0.0145,-0.066
-0.195,-0.2935,-0.098,0.244,-0.048,-0.196,0.125,0.1265,0.1875,0.182,0.172,0.157,-0.0215,-0.0065,-0.065
-0.2,-0.2965,-0.0965,0.248,-0.0515,-0.1965,0.1225,0.1215,0.183,0.178,0.168,0.157,-0.016,-0.0025,-0.0635
-0.1925,-0.287,-0.0945,0.2395,-0.049,-0.191,0.1225,0.1215,0.1825,0.179,0.1695,0.1575,-0.0135,-0.006,-0.0635
-0.1945,-0.285,-0.0905,0.24,-0.0515,-0.188,0.123,0.123,0.1865,0.182,0.1705,0.1585,-0.0175,0.002,-0.064
-0.1955,-0.2855,-0.09,0.2405,-0.0525,-0.188,0.1225,0.1245,0.1845,0.1815,0.169,0.1575,-0.0165,-0.0035,-0.064
-0.1915,-0.281,-0.0895,0.236,-0.0505,-0.1855,0.122,0.1215,0.1825,0.182,0.169,0.157,-0.0165,-0.0045,-0.063
-0.1995,-0.2935,-0.094,0.2465,-0.0525,-0.194,0.1185,0.116,0.179,0.1785,0.165,0.1535,-0.0155,-0.002,-0.0645
-0.1945,-0.288,-0.0935,0.241,-0.0505,-0.191,0.1175,0.117,0.177,0.177,0.1645,0.1525,-0.015,0.002,-0.0645
-0.1805,-0.274,-0.0935,0.227,-0.0435,-0.184,0.1205,0.117,0.177,0.1795,0.166,0.156,-0.0165,0.005,-0.066
-0.181,-0.2785,-0.097,0.23,-0.0415,-0.188,0.1205,0.1145,0.175,0.179,0.167,0.1565,-0.017,-0.001,-0.066
-0.181,-0.2835,-0.1025,0.2325,-0.039,-0.193,0.1195,0.1135,0.176,0.1785,0.167,0.155,-0.015,-0.0055,-0.0665
-0.1825,-0.284,-0.1015,0.2335,-0.0405,-0.193,0.1165,0.111,0.175,0.1795,0.1675,0.1555,-0.014,-0.007,-0.0685
-0.1815,-0.285,-0.103,0.233,-0.039,-0.194,0.114,0.107,0.1705,0.1785,0.167,0.155,-0.015,-0.0085,-0.07
-0.1815,-0.2855,-0.104,0.2335,-0.0385,-0.1945,0.1105,0.103,0.1675,0.1755,0.167,0.1535,-0.015,-0.0095,-0.069
-0.1815,-0.2825,-0.101,0.232,-0.04,-0.192,0.111,0.104,0.1695,0.1785,0.169,0.1575,-0.0135,-0.002,-0.0695
-0.1785,-0.273,-0.0945,0.2255,-0.0415,-0.184,0.112,0.105,0.174,0.1825,0.171,0.16,-0.0115,0.0085,-0.0705
