Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.17,0.068,0.194,0.126,-0.1315,-0.0285,0.1595,-0.078,-0.17,-0.238,-0.0895,-0.033,-0.025,-0.001,0.223,-0.02
0.171,0.069,0.165,0.096,-0.1175,-0.013,0.13,-0.076,-0.1655,-0.234,-0.084,-0.0275,-0.02,0.0,0.2135,-0.008
0.172,0.054,0.167,0.113,-0.1105,-0.0295,0.1395,-0.082,-0.171,-0.238,-0.0885,-0.032,-0.025,0.0015,0.214,-0.009
0.173,0.0565,0.1715,0.115,-0.1145,-0.029,0.143,-0.089,-0.1765,-0.2455,-0.0965,-0.037,-0.03,0.004,0.2115,-0.003
0.174,0.073,0.17,0.097,-0.122,-0.0115,0.133,-0.0925,-0.1805,-0.2495,-0.101,-0.042,-0.034,0.006,0.211,0.0125
0.175,0.068,0.169,0.1005,-0.119,-0.016,0.1345,-0.0855,-0.1735,-0.2435,-0.096,-0.038,-0.031,0.006,0.2085,0.009
0.176,0.044,0.146,0.1015,-0.0955,-0.0285,0.123,-0.079,-0.166,-0.2365,-0.091,-0.031,-0.026,0.007,0.1985,0.0075
0.177,0.042,0.146,0.104,-0.094,-0.031,0.1245,-0.082,-0.1695,-0.2405,-0.0975,-0.0385,-0.033,0.006,0.21,0.0095
0.178,0.0485,0.153,0.105,-0.101,-0.028,0.1285,-0.083,-0.172,-0.2465,-0.1045,-0.045,-0.041,-0.0005,0.2125,0.0025
0.179,0.0475,0.1815,0.134,-0.1145,-0.043,0.1575,-0.0965,-0.189,-0.2645,-0.119,-0.06,-0.057,-0.005,0.233,0.0015
0.18,0.041,0.1755,0.1345,-0.1085,-0.047,0.1545,-0.0985,-0.1955,-0.274,-0.126,-0.068,-0.063,-0.0105,0.237,0.0105
0.181,0.0255,0.125,0.0995,-0.0755,-0.037,0.1115,-0.085,-0.1855,-0.265,-0.118,-0.058,-0.054,-0.016,0.1975,0.016
0.182,0.0065,0.126,0.1195,-0.0665,-0.0565,0.122,-0.0825,-0.186,-0.266,-0.1165,-0.0565,-0.0525,-0.016,0.187,-0.0005
0.183,0.001,0.1165,0.116,-0.059,-0.057,0.1155,-0.08,-0.184,-0.2665,-0.1175,-0.0555,-0.052,-0.0175,0.189,-0.01
0.184,-0.0035,0.1165,0.12,-0.0565,-0.0615,0.118,-0.0785,-0.1845,-0.269,-0.12,-0.059,-0.056,-0.0205,0.1795,-0.0025
0.185,-0.0195,0.1335,0.153,-0.0575,-0.086,0.143,-0.071,-0.1845,-0.269,-0.119,-0.06,-0.054,-0.023,0.176,-0.001
0.186,-0.011,0.123,0.134,-0.056,-0.072,0.128,-0.0725,-0.191,-0.2745,-0.124,-0.063,-0.06,-0.0265,0.1805,0.0025
0.187,0.006,0.101,0.095,-0.054,-0.0445,0.0975,-0.0785,-0.1975,-0.282,-0.131,-0.071,-0.07,-0.027,0.1785,0.0025
0.188,-0.003,0.0915,0.0945,-0.0445,-0.0485,0.0925,-0.0805,-0.2015,-0.286,-0.135,-0.077,-0.074,-0.028,0.18,-0.003
0.189,0.0075,0.1115,0.104,-0.06,-0.048,0.1075,-0.0975,-0.22,-0.303,-0.154,-0.0955,-0.092,-0.0285,0.183,-0.013
0.19,0.034,0.106,0.0715,-0.0705,-0.0185,0.0885,-0.096,-0.2195,-0.303,-0.1555,-0.0985,-0.0945,-0.029,0.1675,-0.0175
0.191,0.031,0.086,0.055,-0.0585,-0.012,0.07,-0.0825,-0.209,-0.2925,-0.1455,-0.0875,-0.085,-0.032,0.135,-0.008
0.192,0.003,0.0765,0.073,-0.04,-0.0345,0.074,-0.078,-0.208,-0.2895,-0.1445,-0.085,-0.083,-0.03,0.131,-0.0105
0.193,0.0,0.095,0.095,-0.048,-0.047,0.0945,-0.0645,-0.1945,-0.278,-0.133,-0.0755,-0.0725,-0.0295,0.142,-0.0185
0.194,-0.001,0.1085,0.1095,-0.054,-0.055,0.1085,-0.049,-0.18,-0.2665,-0.1235,-0.065,-0.0635,-0.033,0.1275,-0.0195
0.195,-0.0235,0.082,0.1055,-0.0295,-0.064,0.093,-0.052,-0.185,-0.272,-0.13,-0.0725,-0.0695,-0.0345,0.1195,-0.0275
0.196,-0.0215,0.08,0.102,-0.0295,-0.0615,0.0905,-0.0635,-0.1995,-0.2855,-0.1435,-0.085,-0.082,-0.0375,0.129,-0.0305
0.197,-0.0155,0.1005,0.116,-0.0425,-0.066,0.108,-0.0725,-0.2105,-0.2965,-0.1555,-0.0975,-0.0945,-0.0405,0.1405,-0.0265
0.198,-0.0175,0.103,0.121,-0.043,-0.069,0.1115,-0.0735,-0.209,-0.297,-0.1545,-0.0995,-0.097,-0.0405,0.136,-0.0215
0.199,-0.0325,0.0785,0.111,-0.023,-0.072,0.0945,-0.0665,-0.202,-0.291,-0.153,-0.096,-0.0945,-0.042,0.13,-0.015
0.2,-0.0055,0.0685,0.074,-0.0315,-0.0395,0.071,-0.065,-0.2035,-0.291,-0.1535,-0.098,-0.096,-0.0445,0.1275,-0.014
0.201,0.0235,0.0645,0.0405,-0.044,-0.008,0.052,-0.078,-0.216,-0.304,-0.166,-0.11,-0.109,-0.0445,0.1305,-0.0165
0.202,0.001,0.041,0.04,-0.0215,-0.019,0.04,-0.081,-0.222,-0.3105,-0.173,-0.1175,-0.115,-0.048,0.1175,-0.019
0.203,0.008,0.057,0.0485,-0.033,-0.02,0.052,-0.071,-0.2145,-0.303,-0.1635,-0.1085,-0.107,-0.05,0.115,-0.0155
0.204,0.0045,0.072,0.0675,-0.0385,-0.0315,0.069,-0.0755,-0.216,-0.3045,-0.166,-0.1085,-0.1085,-0.0485,0.121,-0.005
0.205,-0.0045,0.0675,0.072,-0.032,-0.038,0.0695,-0.0735,-0.2135,-0.3025,-0.163,-0.1085,-0.106,-0.0485,0.1155,0.0075
0.206,0.006,0.068,0.062,-0.037,-0.028,0.0645,-0.0675,-0.208,-0.299,-0.159,-0.104,-0.1035,-0.0495,0.121,0.0105
0.207,-0.0055,0.057,0.0625,-0.026,-0.0335,0.059,-0.069,-0.211,-0.3035,-0.1615,-0.107,-0.106,-0.05,0.12,0.0195
0.208,-0.0085,0.067,0.076,-0.0295,-0.042,0.071,-0.0755,-0.217,-0.313,-0.17,-0.1165,-0.115,-0.0525,0.128,0.027
0.209,-0.0065,0.0575,0.064,-0.026,-0.035,0.06,-0.073,-0.2145,-0.313,-0.1705,-0.1155,-0.117,-0.054,0.1135,0.0225
0.21,-0.01,0.04,0.05,-0.015,-0.0295,0.0445,-0.0625,-0.2065,-0.3035,-0.16,-0.108,-0.109,-0.0525,0.106,0.024
0.211,-0.011,0.0305,0.0415,-0.01,-0.026,0.0355,-0.061,-0.2015,-0.3,-0.157,-0.1045,-0.106,-0.0525,0.1045,0.0235
0.212,-0.0155,0.0125,0.0275,0.0015,-0.021,0.0195,-0.0565,-0.199,-0.2975,-0.1555,-0.101,-0.1035,-0.053,0.0915,0.023
0.213,-0.027,0.0205,0.047,0.003,-0.0365,0.033,-0.057,-0.2015,-0.299,-0.157,-0.1035,-0.105,-0.0545,0.094,0.0215
0.214,-0.033,0.027,0.0605,0.003,-0.0465,0.043,-0.0605,-0.2055,-0.3025,-0.1615,-0.108,-0.1085,-0.056,0.093,0.017
0.215,-0.0365,0.0335,0.07,0.001,-0.053,0.0515,-0.0625,-0.208,-0.3075,-0.1665,-0.111,-0.114,-0.059,0.101,0.012
0.216,-0.0575,0.0415,0.0985,0.0075,-0.0775,0.0695,-0.061,-0.2065,-0.303,-0.162,-0.1075,-0.1095,-0.06,0.111,0.012
0.217,-0.0795,0.0425,0.122,0.018,-0.1005,0.082,-0.0555,-0.2025,-0.2965,-0.1575,-0.1035,-0.104,-0.0595,0.1185,0.005
0.218,-0.088,0.0285,0.1165,0.0295,-0.102,0.072,-0.051,-0.1985,-0.2935,-0.155,-0.0985,-0.1005,-0.0625,0.1135,0.0
0.219,-0.074,0.0395,0.1135,0.017,-0.0935,0.076,-0.0595,-0.2075,-0.3015,-0.163,-0.108,-0.11,-0.066,0.1185,0.002
0.22,-0.037,0.0605,0.0975,-0.012,-0.067,0.0785,-0.0745,-0.2215,-0.317,-0.179,-0.124,-0.127,-0.067,0.1285,0.002
0.221,-0.018,0.018,0.036,-0.0005,-0.0265,0.027,-0.065,-0.2135,-0.3095,-0.1705,-0.1145,-0.1185,-0.066,0.0965,0.005
0.222,-0.025,-0.0025,0.0225,0.0135,-0.0235,0.01,-0.054,-0.202,-0.301,-0.159,-0.1045,-0.109,-0.067,0.07,-0.005
0.223,-0.036,0.0255,0.061,0.005,-0.0485,0.043,-0.064,-0.2115,-0.311,-0.1695,-0.114,-0.118,-0.0665,0.0945,-0.0065
0.224,-0.044,0.0225,0.0665,0.0105,-0.055,0.044,-0.0705,-0.218,-0.316,-0.1755,-0.1195,-0.123,-0.0655,0.104,0.0025
0.225,-0.0265,0.0225,0.049,0.0015,-0.0375,0.035,-0.0725,-0.2165,-0.3175,-0.175,-0.12,-0.124,-0.0645,0.0995,-0.0005
0.226,-0.019,0.0465,0.0655,-0.014,-0.042,0.0555,-0.069,-0.215,-0.3165,-0.1735,-0.1195,-0.124,-0.067,0.1015,-0.0025
0.227,-0.0305,0.024,0.0545,0.003,-0.0425,0.039,-0.0515,-0.1985,-0.2995,-0.157,-0.1025,-0.107,-0.067,0.0735,-0.007
0.228,-0.019,0.022,0.041,-0.0015,-0.03,0.031,-0.0525,-0.2,-0.2995,-0.156,-0.1015,-0.105,-0.064,0.0715,-0.0125
0.229,-0.0185,0.035,0.0535,-0.0085,-0.036,0.0435,-0.065,-0.214,-0.315,-0.1705,-0.1125,-0.117,-0.063,0.087,-0.009
0.23,-0.0225,0.028,0.0505,-0.003,-0.0365,0.0385,-0.065,-0.2115,-0.3135,-0.1695,-0.1105,-0.1145,-0.0605,0.091,-0.0085
0.231,-0.0145,0.036,0.0505,-0.011,-0.032,0.0425,-0.066,-0.211,-0.3125,-0.168,-0.1115,-0.115,-0.061,0.0995,-0.01
0.232,-0.0195,0.0295,0.049,-0.0055,-0.034,0.0385,-0.067,-0.2125,-0.314,-0.1715,-0.113,-0.117,-0.0615,0.099,-0.0085
0.233,-0.0355,0.026,0.061,0.0045,-0.048,0.043,-0.0635,-0.208,-0.3105,-0.167,-0.1085,-0.112,-0.06,0.0925,-0.0075
0.234,-0.0545,0.017,0.0715,0.0185,-0.0625,0.044,-0.0535,-0.1985,-0.3035,-0.157,-0.0985,-0.102,-0.0615,0.089,-0.007
0.235,-0.0835,0.023,0.1065,0.03,-0.095,0.0645,-0.047,-0.1925,-0.2965,-0.152,-0.0915,-0.097,-0.0625,0.0965,-0.009
0.236,-0.081,0.028,0.109,0.026,-0.0945,0.068,-0.046,-0.1925,-0.2975,-0.15,-0.0905,-0.0945,-0.062,0.0945,-0.01
0.237,-0.053,0.0225,0.0755,0.015,-0.064,0.0485,-0.0525,-0.199,-0.305,-0.1565,-0.0965,-0.102,-0.064,0.098,-0.0095
0.238,-0.0325,0.018,0.0505,0.007,-0.0415,0.034,-0.062,-0.208,-0.313,-0.1675,-0.1045,-0.1125,-0.0655,0.1,-0.0115
0.239,-0.007,0.0165,0.023,-0.005,-0.0145,0.019,-0.067,-0.216,-0.3205,-0.1745,-0.1115,-0.117,-0.064,0.091,-0.013
0.24,-0.0025,0.038,0.04,-0.018,-0.021,0.0385,-0.075,-0.2225,-0.326,-0.1805,-0.118,-0.1245,-0.0645,0.1075,-0.015
0.241,-0.0135,0.0515,0.065,-0.019,-0.0395,0.0575,-0.07,-0.2165,-0.321,-0.174,-0.111,-0.1175,-0.064,0.1175,-0.015
0.242,-0.0355,0.039,0.0745,-0.002,-0.055,0.056,-0.0555,-0.201,-0.305,-0.158,-0.0945,-0.0995,-0.062,0.1005,-0.014
0.243,-0.053,0.021,0.074,0.0155,-0.063,0.047,-0.0535,-0.2005,-0.3045,-0.1585,-0.094,-0.1,-0.0635,0.087,-0.0185
0.244,-0.0535,0.0035,0.057,0.025,-0.055,0.0295,-0.056,-0.203,-0.307,-0.1605,-0.0975,-0.1025,-0.063,0.0715,-0.0215
0.245,-0.065,-0.0035,0.0615,0.0335,-0.063,0.0285,-0.0475,-0.193,-0.2945,-0.1485,-0.0865,-0.0915,-0.0595,0.064,-0.02
0.246,-0.0575,0.0435,0.101,0.0065,-0.079,0.0715,-0.0565,-0.2035,-0.3025,-0.1565,-0.094,-0.0995,-0.059,0.0885,-0.0185
0.247,-0.038,0.0545,0.093,-0.0085,-0.065,0.073,-0.0645,-0.209,-0.3095,-0.163,-0.1005,-0.1055,-0.058,0.0955,-0.0175
0.248,-0.025,0.025,0.05,-0.0005,-0.037,0.037,-0.0605,-0.209,-0.311,-0.162,-0.0975,-0.103,-0.057,0.089,-0.01
0.249,-0.004,0.0245,0.0285,-0.0105,-0.016,0.026,-0.069,-0.2215,-0.3195,-0.1725,-0.1075,-0.1125,-0.0575,0.0835,-0.0125
0.25,-0.002,0.023,0.025,-0.011,-0.0135,0.0235,-0.0685,-0.216,-0.315,-0.169,-0.106,-0.1125,-0.056,0.0715,-0.0255
0.251,-0.012,0.0195,0.0315,-0.004,-0.0215,0.025,-0.0615,-0.206,-0.307,-0.161,-0.0985,-0.1055,-0.054,0.0665,-0.0335
0.252,-0.025,0.027,0.0525,-0.001,-0.0385,0.0395,-0.0605,-0.202,-0.3055,-0.1615,-0.0995,-0.106,-0.054,0.066,-0.0425
0.253,-0.0305,0.0265,0.057,0.0015,-0.0435,0.0415,-0.062,-0.2075,-0.3095,-0.165,-0.1035,-0.111,-0.0545,0.061,-0.036
0.254,-0.019,0.0055,0.0245,0.0065,-0.0215,0.0145,-0.055,-0.204,-0.3065,-0.164,-0.1035,-0.1105,-0.0545,0.05,-0.0275
0.255,-0.004,0.018,0.0215,-0.007,-0.0125,0.0195,-0.059,-0.1975,-0.311,-0.172,-0.1125,-0.1205,-0.0565,0.0645,-0.0275
0.256,0.002,0.0245,0.0225,-0.0135,-0.01,0.023,-0.0605,-0.1995,-0.316,-0.179,-0.119,-0.1275,-0.0575,0.0705,-0.0255
0.257,-0.006,0.0205,0.0265,-0.0075,-0.016,0.023,-0.04,-0.18,-0.299,-0.167,-0.107,-0.1155,-0.0575,0.0585,-0.032
0.258,-0.0235,0.024,0.0475,-0.0005,-0.035,0.035,-0.0225,-0.163,-0.291,-0.164,-0.1085,-0.117,-0.0625,0.048,-0.038
0.259,-0.0395,0.0025,0.0425,0.018,-0.0405,0.022,-0.01,-0.144,-0.294,-0.1745,-0.1225,-0.133,-0.07,0.044,-0.031
0.26,-0.0505,-0.0235,0.0265,0.037,-0.0385,0.0015,-0.0025,-0.1265,-0.2925,-0.1845,-0.1375,-0.1505,-0.0765,0.0315,-0.032
0.261,-0.0535,-0.0385,0.015,0.0455,-0.034,-0.0115,0.0,-0.124,-0.2995,-0.2,-0.156,-0.1715,-0.0835,0.0085,-0.0405
0.262,-0.04,-0.0335,0.007,0.0365,-0.023,-0.013,0.016,-0.0965,-0.287,-0.198,-0.1635,-0.1845,-0.088,0.013,-0.046
0.263,-0.026,-0.0305,-0.0045,0.028,-0.0105,-0.0175,0.0385,-0.0655,-0.271,-0.196,-0.1715,-0.1975,-0.0965,0.0155,-0.055
0.264,-0.02,-0.0435,-0.0235,0.0315,0.002,-0.0335,0.062,-0.036,-0.2545,-0.191,-0.176,-0.205,-0.104,-0.0035,-0.059
0.265,-0.025,-0.0475,-0.0225,0.036,-0.001,-0.035,0.0875,0.0025,-0.224,-0.172,-0.1685,-0.204,-0.109,-0.0195,-0.0685
0.266,-0.0295,-0.04,-0.0105,0.0345,-0.009,-0.025,0.101,0.029,-0.2035,-0.162,-0.17,-0.2115,-0.111,-0.0165,-0.083
0.267,-0.0325,-0.0465,-0.014,0.0395,-0.009,-0.0305,0.1145,0.056,-0.182,-0.1495,-0.167,-0.214,-0.111,-0.0185,-0.0905
0.268,-0.0215,-0.042,-0.0205,0.0315,-0.0005,-0.031,0.122,0.0795,-0.167,-0.1425,-0.1705,-0.2225,-0.1105,-0.0215,-0.095
0.269,-0.0145,-0.0445,-0.03,0.0295,0.008,-0.0375,0.1385,0.115,-0.1345,-0.1195,-0.16,-0.2175,-0.105,-0.025,-0.1035
0.27,-0.0215,-0.0675,-0.046,0.0445,0.0125,-0.0565,0.1565,0.16,-0.0885,-0.0795,-0.1285,-0.1935,-0.094,-0.0405,-0.1095
0.271,-0.0125,-0.078,-0.0655,0.045,0.0265,-0.072,0.1625,0.2055,-0.0455,-0.0495,-0.1115,-0.184,-0.08,-0.048,-0.1145
0.272,0.0,-0.086,-0.086,0.043,0.043,-0.086,0.178,0.264,0.007,-0.016,-0.097,-0.1795,-0.069,-0.0485,-0.1285
0.273,0.015,-0.0725,-0.087,0.0285,0.051,-0.0795,0.188,0.3175,0.055,0.02,-0.082,-0.1755,-0.0535,-0.0475,-0.143
0.274,0.0295,-0.056,-0.0855,0.013,0.0575,-0.0705,0.1995,0.37,0.11,0.0585,-0.065,-0.1695,-0.0365,-0.0415,-0.1625
0.275,0.045,-0.042,-0.087,-0.002,0.0665,-0.0645,0.2075,0.4165,0.1605,0.0995,-0.0395,-0.153,-0.0165,-0.023,-0.178
0.276,0.056,-0.021,-0.077,-0.018,0.0665,-0.049,0.2075,0.465,0.221,0.153,-0.004,-0.129,0.0115,-0.012,-0.1935
0.277,0.0725,-0.0215,-0.0945,-0.0255,0.084,-0.058,0.205,0.497,0.2855,0.2165,0.0395,-0.1025,0.0385,-0.019,-0.2095
0.278,0.0975,-0.0135,-0.1105,-0.042,0.1045,-0.062,0.184,0.4905,0.3245,0.265,0.078,-0.0765,0.0705,-0.012,-0.2185
0.279,0.1115,0.035,-0.0765,-0.0735,0.0945,-0.021,0.1555,0.475,0.3685,0.317,0.116,-0.0495,0.106,0.019,-0.232
0.28,0.1095,0.0665,-0.043,-0.088,0.0765,0.0115,0.1405,0.476,0.4285,0.383,0.163,-0.0175,0.1375,0.0425,-0.2375
0.281,0.135,0.0775,-0.0575,-0.1065,0.0965,0.01,0.126,0.485,0.4995,0.457,0.22,0.0235,0.175,0.0575,-0.2385
0.282,0.198,0.092,-0.106,-0.1455,0.152,-0.007,0.0835,0.464,0.5515,0.522,0.2665,0.0555,0.2165,0.0765,-0.2435
0.283,0.235,0.11,-0.1245,-0.1725,0.18,-0.007,0.051,0.45,0.605,0.5925,0.3265,0.0995,0.259,0.0935,-0.2495
0.284,0.248,0.1645,-0.084,-0.2065,0.1665,0.0395,0.0315,0.4505,0.67,0.6755,0.4025,0.161,0.3065,0.1235,-0.252
0.285,0.2465,0.207,-0.0395,-0.227,0.1435,0.083,-0.003,0.4305,0.711,0.731,0.449,0.1955,0.349,0.1615,-0.2595
0.286,0.266,0.2215,-0.0445,-0.244,0.155,0.088,-0.042,0.3915,0.7525,0.798,0.5135,0.25,0.3995,0.19,-0.2645
0.287,0.291,0.2565,-0.0345,-0.274,0.163,0.1105,-0.0635,0.3705,0.8175,0.888,0.5935,0.314,0.451,0.216,-0.2745
0.288,0.299,0.307,0.008,-0.303,0.1455,0.157,-0.0795,0.355,0.89,0.9745,0.663,0.3655,0.4965,0.258,-0.2935
0.289,0.304,0.3515,0.0475,-0.328,0.1285,0.199,-0.1245,0.313,0.9535,1.0695,0.7465,0.4325,0.553,0.309,-0.3055
0.29,0.3025,0.408,0.1055,-0.3555,0.099,0.256,-0.1605,0.282,1.018,1.166,0.8375,0.508,0.611,0.3555,-0.322
0.291,0.316,0.464,0.148,-0.39,0.084,0.3055,-0.202,0.227,1.06,1.247,0.9205,0.5815,0.662,0.4015,-0.331
0.292,0.3255,0.512,0.187,-0.419,0.0695,0.349,-0.25,0.1435,1.0835,1.316,0.984,0.6325,0.7065,0.4495,-0.344
0.293,0.345,0.566,0.221,-0.456,0.062,0.393,-0.2765,0.088,1.134,1.392,1.043,0.6765,0.748,0.506,-0.3675
0.294,0.3505,0.5705,0.22,-0.4605,0.0655,0.3945,-0.2815,0.065,1.205,1.476,1.1085,0.726,0.7805,0.5445,-0.3825
0.295,0.314,0.598,0.284,-0.456,0.015,0.4405,-0.281,0.043,1.251,1.537,1.1595,0.7635,0.803,0.59,-0.39
0.296,0.2935,0.6505,0.3575,-0.472,-0.032,0.5035,-0.295,0.0045,1.2615,1.5665,1.191,0.794,0.818,0.6475,-0.396
0.297,0.2705,0.646,0.376,-0.4585,-0.0525,0.5105,-0.3065,-0.0495,1.24,1.569,1.212,0.82,0.8205,0.659,-0.398
0.298,0.23,0.6415,0.4115,-0.436,-0.0905,0.526,-0.317,-0.1015,1.1895,1.5405,1.213,0.835,0.814,0.6525,-0.379
0.299,0.1955,0.6535,0.458,-0.4245,-0.131,0.5555,-0.3335,-0.1535,1.1105,1.472,1.1875,0.8345,0.7955,0.67,-0.3425
0.3,0.203,0.6705,0.4675,-0.437,-0.132,0.5685,-0.3805,-0.2255,1.0305,1.398,1.1535,0.8235,0.782,0.688,-0.311
0.301,0.2085,0.677,0.468,-0.443,-0.1295,0.572,-0.4185,-0.2935,0.945,1.316,1.1095,0.805,0.761,0.694,-0.282
0.302,0.2055,0.67,0.464,-0.438,-0.129,0.5665,-0.425,-0.3355,0.8575,1.2245,1.058,0.78,0.7285,0.6985,-0.2535
0.303,0.2235,0.6435,0.42,-0.434,-0.098,0.531,-0.416,-0.349,0.7855,1.1395,1.0045,0.7495,0.6995,0.676,-0.224
0.304,0.2205,0.642,0.422,-0.4315,-0.1005,0.5315,-0.415,-0.3685,0.699,1.04,0.9355,0.7055,0.664,0.6555,-0.186
0.305,0.2105,0.61,0.3995,-0.4105,-0.094,0.504,-0.4285,-0.399,0.608,0.943,0.8725,0.67,0.6285,0.6315,-0.145
0.306,0.1845,0.5385,0.3535,-0.362,-0.084,0.4455,-0.445,-0.4415,0.4965,0.8285,0.8015,0.6315,0.587,0.582,-0.101
0.307,0.1605,0.5205,0.3595,-0.3405,-0.099,0.4395,-0.464,-0.4945,0.3815,0.716,0.729,0.591,0.5435,0.5645,-0.065
0.308,0.1495,0.502,0.3525,-0.326,-0.101,0.4265,-0.458,-0.5285,0.2665,0.607,0.654,0.545,0.496,0.553,-0.0315
0.309,0.122,0.4615,0.34,-0.292,-0.109,0.4,-0.436,-0.5645,0.128,0.4725,0.5605,0.4835,0.435,0.512,0.009
0.31,0.0895,0.42,0.3305,-0.255,-0.1205,0.3745,-0.4195,-0.624,-0.0295,0.329,0.4635,0.4245,0.3695,0.471,0.049
0.311,0.044,0.38,0.336,-0.212,-0.1455,0.3575,-0.4045,-0.685,-0.1875,0.19,0.3725,0.3685,0.306,0.453,0.0845
0.312,-0.0155,0.331,0.3465,-0.158,-0.181,0.3385,-0.3875,-0.7405,-0.334,0.06,0.2895,0.318,0.243,0.4395,0.113
0.313,-0.0535,0.3005,0.354,-0.1235,-0.2035,0.3265,-0.3645,-0.7875,-0.4825,-0.075,0.1965,0.2565,0.179,0.42,0.143
0.314,-0.08,0.259,0.3395,-0.09,-0.2095,0.299,-0.348,-0.837,-0.6245,-0.2045,0.107,0.199,0.1175,0.393,0.168
0.315,-0.1065,0.2095,0.316,-0.052,-0.211,0.2625,-0.344,-0.8875,-0.7335,-0.3035,0.037,0.15,0.065,0.366,0.188
0.316,-0.124,0.187,0.3105,-0.0315,-0.217,0.248,-0.3335,-0.903,-0.7815,-0.357,-0.012,0.1105,0.0285,0.341,0.199
0.317,-0.1415,0.1645,0.306,-0.0115,-0.2235,0.2345,-0.333,-0.9135,-0.8155,-0.4005,-0.056,0.0715,0.005,0.335,0.1995
0.318,-0.1235,0.172,0.2955,-0.0245,-0.209,0.2335,-0.3205,-0.892,-0.815,-0.4105,-0.075,0.0525,-0.008,0.3375,0.194
0.319,-0.1135,0.172,0.2855,-0.0295,-0.1995,0.2285,-0.297,-0.846,-0.7825,-0.3935,-0.0715,0.0535,-0.016,0.313,0.1925
0.32,-0.154,0.145,0.2985,0.0045,-0.226,0.221,-0.295,-0.827,-0.7695,-0.3915,-0.078,0.0435,-0.022,0.308,0.1985
0.321,-0.174,0.135,0.309,0.019,-0.241,0.2215,-0.3015,-0.814,-0.7615,-0.3945,-0.093,0.0255,-0.0305,0.3025,0.1975
0.322,-0.171,0.118,0.289,0.0265,-0.23,0.203,-0.3005,-0.796,-0.7575,-0.4015,-0.112,0.001,-0.0425,0.2775,0.197
0.323,-0.1395,0.0825,0.222,0.0285,-0.1805,0.1515,-0.3,-0.783,-0.7565,-0.41,-0.13,-0.024,-0.0505,0.2435,0.197
0.324,-0.124,0.0525,0.177,0.0355,-0.15,0.114,-0.302,-0.7765,-0.758,-0.42,-0.1485,-0.045,-0.0595,0.2075,0.197
0.325,-0.1355,0.047,0.1825,0.044,-0.159,0.114,-0.29,-0.7565,-0.751,-0.4245,-0.162,-0.059,-0.068,0.204,0.197
0.326,-0.127,0.0405,0.1675,0.043,-0.147,0.1035,-0.269,-0.735,-0.7465,-0.432,-0.1775,-0.08,-0.0815,0.1945,0.196
0.327,-0.133,0.03,0.163,0.051,-0.1475,0.096,-0.2485,-0.72,-0.7385,-0.431,-0.188,-0.095,-0.0975,0.179,0.1915
0.328,-0.144,0.032,0.1765,0.0555,-0.16,0.104,-0.2325,-0.7055,-0.7295,-0.43,-0.196,-0.107,-0.111,0.1705,0.183
0.329,-0.1535,0.0335,0.187,0.0595,-0.17,0.11,-0.216,-0.6885,-0.72,-0.4295,-0.202,-0.1185,-0.1235,0.17,0.171
0.33,-0.147,0.0335,0.1805,0.056,-0.1635,0.1065,-0.206,-0.6695,-0.706,-0.4245,-0.2085,-0.128,-0.1325,0.1755,0.159
0.331,-0.1305,0.0265,0.1575,0.0515,-0.1435,0.0915,-0.195,-0.643,-0.6905,-0.4205,-0.216,-0.142,-0.1395,0.165,0.1505
0.332,-0.14,0.021,0.1615,0.059,-0.1505,0.0905,-0.1765,-0.606,-0.6625,-0.4065,-0.21,-0.142,-0.1405,0.164,0.1405
0.333,-0.163,0.018,0.1815,0.0725,-0.172,0.099,-0.16,-0.5725,-0.636,-0.3885,-0.201,-0.1355,-0.14,0.163,0.135
0.334,-0.16,0.014,0.174,0.073,-0.1665,0.0935,-0.1585,-0.5515,-0.6215,-0.3805,-0.2005,-0.14,-0.141,0.1585,0.1285
0.335,-0.142,0.011,0.153,0.0655,-0.147,0.0815,-0.1745,-0.543,-0.6155,-0.3815,-0.2065,-0.151,-0.138,0.1565,0.1225
0.336,-0.1565,-0.0125,0.144,0.0845,-0.15,0.065,-0.1805,-0.5215,-0.6005,-0.3715,-0.2045,-0.1515,-0.134,0.146,0.1175
0.337,-0.1675,-0.022,0.1455,0.0945,-0.1565,0.061,-0.188,-0.5055,-0.589,-0.37,-0.209,-0.16,-0.1315,0.142,0.112
0.338,-0.1615,-0.015,0.1465,0.088,-0.154,0.065,-0.188,-0.49,-0.578,-0.3665,-0.2125,-0.167,-0.1305,0.1435,0.0995
0.339,-0.147,-0.008,0.139,0.0775,-0.143,0.065,-0.176,-0.4645,-0.5565,-0.3525,-0.2065,-0.1645,-0.128,0.14,0.0835
0.34,-0.113,0.002,0.1155,0.055,-0.114,0.0585,-0.1685,-0.4425,-0.5405,-0.3425,-0.203,-0.1655,-0.1235,0.1345,0.0755
0.341,-0.0885,0.0095,0.098,0.039,-0.093,0.053,-0.153,-0.411,-0.5155,-0.3255,-0.1945,-0.161,-0.119,0.13,0.0615
0.342,-0.0795,0.015,0.0945,0.032,-0.087,0.0545,-0.14,-0.3835,-0.493,-0.311,-0.1845,-0.155,-0.1125,0.1225,0.052
0.343,-0.082,0.007,0.0885,0.0375,-0.085,0.047,-0.131,-0.3625,-0.475,-0.296,-0.1745,-0.1475,-0.106,0.114,0.0455
